"","CalBP","PrDens"
"876",6125,0.00019406087682834
"877",6124,0.000194301471849756
"878",6123,0.000194542160400249
"879",6122,0.000194782941657225
"880",6121,0.000195023814794603
"881",6120,0.000195264778982808
"882",6119,0.000195505833388767
"883",6118,0.000195746977175908
"884",6117,0.000195988209504154
"885",6116,0.000196229529529916
"886",6115,0.000196470936406096
"887",6114,0.000196712429282075
"888",6113,0.000196954007303715
"889",6112,0.000197195669613354
"890",6111,0.0001974374153498
"891",6110,0.00019767924364833
"892",6109,0.000197921153640682
"893",6108,0.000198163144455058
"894",6107,0.000198405215216115
"895",6106,0.000198647365044963
"896",6105,0.000198889593059162
"897",6104,0.000199131898372719
"898",6103,0.000199374280096083
"899",6102,0.000199616737336143
"900",6101,0.000199859269196225
"901",6100,0.000200101874776085
"902",6099,0.000200344553171913
"903",6098,0.000200587303476324
"904",6097,0.000200830124778356
"905",6096,0.000201073016163468
"906",6095,0.000201315976713537
"907",6094,0.000201559005506855
"908",6093,0.000201802101618127
"909",6092,0.000202045264118465
"910",6091,0.00020228849207539
"911",6090,0.000202531784552823
"912",6089,0.000202775140611091
"913",6088,0.000203018559306916
"914",6087,0.000203262039693419
"915",6086,0.000203505580820111
"916",6085,0.000203749181732899
"917",6084,0.000203992841474075
"918",6083,0.00020423655908232
"919",6082,0.0002044803335927
"920",6081,0.000204724164036661
"921",6080,0.000204968049442032
"922",6079,0.000205211988833019
"923",6078,0.000205455981230205
"924",6077,0.000205700025650548
"925",6076,0.000205944121107377
"926",6075,0.000206188266610395
"927",6074,0.00020643246116567
"928",6073,0.000206676703775643
"929",6072,0.000206920993439116
"930",6071,0.00020716532915126
"931",6070,0.000207409709903606
"932",6069,0.000207654134684049
"933",6068,0.000207898602476843
"934",6067,0.000208143112262604
"935",6066,0.000208387663018302
"936",6065,0.000208632253717269
"937",6064,0.000208876883329189
"938",6063,0.000209121550820104
"939",6062,0.000209366255152408
"940",6061,0.000209610995284851
"941",6060,0.000209855770172534
"942",6059,0.00021010057876691
"943",6058,0.000210345420015786
"944",6057,0.000210590292863317
"945",6056,0.00021083519625001
"946",6055,0.000211080129112722
"947",6054,0.00021132509038466
"948",6053,0.000211570078995381
"949",6052,0.000211815093870791
"950",6051,0.000212060133933145
"951",6050,0.00021230519810105
"952",6049,0.000212550285289459
"953",6048,0.000212795394409678
"954",6047,0.00021304052436936
"955",6046,0.000213285674072511
"956",6045,0.000213530842419486
"957",6044,0.000213776028306992
"958",6043,0.000214021230628087
"959",6042,0.000214266448272182
"960",6041,0.00021451168012504
"961",6040,0.00021475692506878
"962",6039,0.000215002181981873
"963",6038,0.000215247449739147
"964",6037,0.000215492727211788
"965",6036,0.000215738013267337
"966",6035,0.000215983306769696
"967",6034,0.000216228606579127
"968",6033,0.000216473911552253
"969",6032,0.000216719220542061
"970",6031,0.000216964532397902
"971",6030,0.000217209845965494
"972",6029,0.000217455160086922
"973",6028,0.000217700473600642
"974",6027,0.000217945785341481
"975",6026,0.000218191094140638
"976",6025,0.000218436398825692
"977",6024,0.000218681698220595
"978",6023,0.000218926991145682
"979",6022,0.000219172276417669
"980",6021,0.000219417552849659
"981",6020,0.00021966281925114
"982",6019,0.000219908074427991
"983",6018,0.000220153317182482
"984",6017,0.000220398546313281
"985",6016,0.000220643760615452
"986",6015,0.000220888958880462
"987",6014,0.000221134139896181
"988",6013,0.000221379302446886
"989",6012,0.000221624445313266
"990",6011,0.000221869567272423
"991",6010,0.000222114667097877
"992",6009,0.000222359743559569
"993",6008,0.000222604795423863
"994",6007,0.000222849821453553
"995",6006,0.000223094820407865
"996",6005,0.00022333979104246
"997",6004,0.000223584732109439
"998",6003,0.000223829642357348
"999",6002,0.000224074520531181
"1000",6001,0.000224319365372384
"1001",6000,0.000224564175618861
"1002",5999,0.000224808950004977
"1003",5998,0.000225053687261562
"1004",5997,0.000225298386115919
"1005",5996,0.000225543045291825
"1006",5995,0.000225787663509538
"1007",5994,0.000226032239485802
"1008",5993,0.000226276771933852
"1009",5992,0.000226521259563416
"1010",5991,0.000226765701080727
"1011",5990,0.000227010095188522
"1012",5989,0.000227254440586052
"1013",5988,0.000227498735969084
"1014",5987,0.000227742980029909
"1015",5986,0.00022798717145735
"1016",5985,0.00022823130893676
"1017",5984,0.000228475391150039
"1018",5983,0.00022871941677563
"1019",5982,0.000228963384488534
"1020",5981,0.000229207292960307
"1021",5980,0.000229451140859078
"1022",5979,0.000229694926849543
"1023",5978,0.000229938649592983
"1024",5977,0.000230182307747263
"1025",5976,0.000230425899966843
"1026",5975,0.000230669424902783
"1027",5974,0.000230912881202751
"1028",5973,0.000231156267511031
"1029",5972,0.000231399582468528
"1030",5971,0.00023164282471278
"1031",5970,0.00023188599287796
"1032",5969,0.000232129085594886
"1033",5968,0.000232372101491033
"1034",5967,0.000232615039190533
"1035",5966,0.000232857897314189
"1036",5965,0.000233100674479481
"1037",5964,0.000233343369300576
"1038",5963,0.000233585980388333
"1039",5962,0.000233828506350316
"1040",5961,0.000234070945790799
"1041",5960,0.000234313297310774
"1042",5959,0.000234555559507966
"1043",5958,0.000234797730976835
"1044",5957,0.00023503981030859
"1045",5956,0.000235281796091193
"1046",5955,0.000235523686909376
"1047",5954,0.000235765481344642
"1048",5953,0.000236007177975281
"1049",5952,0.000236248775376378
"1050",5951,0.00023649027211982
"1051",5950,0.000236731666774309
"1052",5949,0.000236972957905372
"1053",5948,0.000237214144075369
"1054",5947,0.000237455223843507
"1055",5946,0.000237696195765847
"1056",5945,0.000237937058395314
"1057",5944,0.000238177810281713
"1058",5943,0.000238418449971733
"1059",5942,0.000238658976008963
"1060",5941,0.000238899386933902
"1061",5940,0.000239139681283967
"1062",5939,0.000239379857593509
"1063",5938,0.000239619914393822
"1064",5937,0.000239859850213154
"1065",5936,0.00024009966357672
"1066",5935,0.000240339353006713
"1067",5934,0.000240578917022316
"1068",5933,0.000240818354139716
"1069",5932,0.000241057662872113
"1070",5931,0.000241296841729734
"1071",5930,0.000241535889219847
"1072",5929,0.00024177480384677
"1073",5928,0.000242013584111887
"1074",5927,0.000242252228513658
"1075",5926,0.000242490735547636
"1076",5925,0.000242729103706476
"1077",5924,0.00024296733147995
"1078",5923,0.000243205417354961
"1079",5922,0.000243443359815554
"1080",5921,0.000243681157342935
"1081",5920,0.000243918808415477
"1082",5919,0.000244156311508742
"1083",5918,0.000244393665095488
"1084",5917,0.000244630867645688
"1085",5916,0.000244867917626543
"1086",5915,0.000245104813502494
"1087",5914,0.000245341553735242
"1088",5913,0.000245578136783756
"1089",5912,0.000245814561104294
"1090",5911,0.000246050825150413
"1091",5910,0.000246286927372987
"1092",5909,0.000246522866220222
"1093",5908,0.000246758640137672
"1094",5907,0.000246994247568251
"1095",5906,0.000247229686952252
"1096",5905,0.000247464956727363
"1097",5904,0.000247700055328681
"1098",5903,0.000247934981188729
"1099",5902,0.000248169732737472
"1100",5901,0.000248404308402334
"1101",5900,0.000248638706608213
"1102",5899,0.0002488729257775
"1103",5898,0.000249106964330093
"1104",5897,0.000249340820683415
"1105",5896,0.000249574493252433
"1106",5895,0.000249807980449672
"1107",5894,0.000250041280685235
"1108",5893,0.000250274392366817
"1109",5892,0.000250507313899726
"1110",5891,0.000250740043686901
"1111",5890,0.000250972580128926
"1112",5889,0.000251204921624051
"1113",5888,0.000251437066568212
"1114",5887,0.000251669013355042
"1115",5886,0.0002519007603759
"1116",5885,0.000252132306019878
"1117",5884,0.000252363648673831
"1118",5883,0.000252594786722386
"1119",5882,0.000252825718547968
"1120",5881,0.000253056442530817
"1121",5880,0.000253286957049004
"1122",5879,0.000253517260478455
"1123",5878,0.00025374735119297
"1124",5877,0.000253977227564239
"1125",5876,0.000254206887961867
"1126",5875,0.000254436330753389
"1127",5874,0.000254665554304294
"1128",5873,0.000254894556978043
"1129",5872,0.00025512333713609
"1130",5871,0.000255351893137904
"1131",5870,0.000255580223340987
"1132",5869,0.000255808326100897
"1133",5868,0.000256036199771269
"1134",5867,0.000256263842703833
"1135",5866,0.000256491253248441
"1136",5865,0.000256718429753083
"1137",5864,0.00025694537056391
"1138",5863,0.000257172074025259
"1139",5862,0.000257398538479669
"1140",5861,0.000257624762267909
"1141",5860,0.000257850743728996
"1142",5859,0.000258076481200218
"1143",5858,0.000258301973017159
"1144",5857,0.000258527217513718
"1145",5856,0.000258752213022133
"1146",5855,0.000258976957873006
"1147",5854,0.000259201450395322
"1148",5853,0.000259425688916476
"1149",5852,0.000259649671762294
"1150",5851,0.000259873397257056
"1151",5850,0.000260096863723523
"1152",5849,0.000260320069482956
"1153",5848,0.000260543012855142
"1154",5847,0.00026076569215842
"1155",5846,0.000260988105709702
"1156",5845,0.000261210251824498
"1157",5844,0.000261432128816944
"1158",5843,0.000261653734999819
"1159",5842,0.000261875068684577
"1160",5841,0.00026209612818137
"1161",5840,0.00026231691179907
"1162",5839,0.000262537417845297
"1163",5838,0.000262757644626443
"1164",5837,0.0002629775904477
"1165",5836,0.00026319725361308
"1166",5835,0.000263416632425449
"1167",5834,0.000263635725186543
"1168",5833,0.000263854530197003
"1169",5832,0.000264073045756396
"1170",5831,0.000264291270163241
"1171",5830,0.000264509201715038
"1172",5829,0.000264726838708295
"1173",5828,0.000264944179438551
"1174",5827,0.000265161222200405
"1175",5826,0.000265377965287545
"1176",5825,0.000265594406992772
"1177",5824,0.000265810545608027
"1178",5823,0.000266026379424423
"1179",5822,0.000266241906732266
"1180",5821,0.000266457125821087
"1181",5820,0.00026667203497967
"1182",5819,0.000266886632496079
"1183",5818,0.000267100916657683
"1184",5817,0.000267314885751191
"1185",5816,0.000267528538062672
"1186",5815,0.000267741871877593
"1187",5814,0.00026795488548084
"1188",5813,0.000268167577156748
"1189",5812,0.000268379945189134
"1190",5811,0.000268591987861323
"1191",5810,0.000268803703456177
"1192",5809,0.000269015090256124
"1193",5808,0.000269226146543191
"1194",5807,0.000269436870599029
"1195",5806,0.000269647260704946
"1196",5805,0.000269857315141934
"1197",5804,0.000270067032190702
"1198",5803,0.000270276410131706
"1199",5802,0.000270485447245175
"1200",5801,0.000270694141811147
"1201",5800,0.000270902492109496
"1202",5799,0.000271110496419965
"1203",5798,0.000271318153022194
"1204",5797,0.000271525460195753
"1205",5796,0.000271732416220172
"1206",5795,0.000271939019374975
"1207",5794,0.000272145267939707
"1208",5793,0.000272351160193967
"1209",5792,0.000272556694417443
"1210",5791,0.000272761868889937
"1211",5790,0.000272966681891405
"1212",5789,0.000273171131701982
"1213",5788,0.000273375216602017
"1214",5787,0.000273578934872105
"1215",5786,0.000273782284793121
"1216",5785,0.000273985264646249
"1217",5784,0.000274187872713018
"1218",5783,0.000274390107275332
"1219",5782,0.000274591966615504
"1220",5781,0.000274793449016291
"1221",5780,0.000274994552760923
"1222",5779,0.000275195276133139
"1223",5778,0.00027539561741722
"1224",5777,0.000275595574898024
"1225",5776,0.000275795146861014
"1226",5775,0.000275994331592299
"1227",5774,0.000276193127378662
"1228",5773,0.000276391532507598
"1229",5772,0.000276589545267347
"1230",5771,0.000276787163946924
"1231",5770,0.00027698438683616
"1232",5769,0.000277181212225734
"1233",5768,0.000277377638407204
"1234",5767,0.000277573663673047
"1235",5766,0.000277769286316689
"1236",5765,0.000277964504632545
"1237",5764,0.000278159316916048
"1238",5763,0.000278353721463689
"1239",5762,0.000278547716573052
"1240",5761,0.000278741300542844
"1241",5760,0.000278934471672937
"1242",5759,0.000279127228264401
"1243",5758,0.000279319568619537
"1244",5757,0.000279511491041919
"1245",5756,0.000279702993836421
"1246",5755,0.000279894075309264
"1247",5754,0.00028008473376804
"1248",5753,0.00028027496752176
"1249",5752,0.00028046477488088
"1250",5751,0.000280654154157345
"1251",5750,0.000280843103664622
"1252",5749,0.000281031621717735
"1253",5748,0.000281219706633307
"1254",5747,0.000281407356729591
"1255",5746,0.000281594570326511
"1256",5745,0.000281781345745697
"1257",5744,0.000281967681310522
"1258",5743,0.000282153575346141
"1259",5742,0.000282339026179526
"1260",5741,0.000282524032139504
"1261",5740,0.000282708591556798
"1262",5739,0.000282892702764057
"1263",5738,0.0002830763640959
"1264",5737,0.000283259573888954
"1265",5736,0.000283442330481886
"1266",5735,0.000283624632215447
"1267",5734,0.000283806477432507
"1268",5733,0.000283987864478094
"1269",5732,0.00028416879169943
"1270",5731,0.000284349257445975
"1271",5730,0.000284529260069457
"1272",5729,0.000284708797923918
"1273",5728,0.000284887869365748
"1274",5727,0.000285066472753727
"1275",5726,0.000285244606449059
"1276",5725,0.000285422268815415
"1277",5724,0.00028559945821897
"1278",5723,0.000285776173028442
"1279",5722,0.000285952411615132
"1280",5721,0.000286128172352961
"1281",5720,0.000286303453618512
"1282",5719,0.000286478253791065
"1283",5718,0.000286652571252641
"1284",5717,0.000286826404388038
"1285",5716,0.000286999751584873
"1286",5715,0.000287172611233619
"1287",5714,0.000287344981727645
"1288",5713,0.000287516861463256
"1289",5712,0.000287688248839736
"1290",5711,0.00028785914225938
"1291",5710,0.000288029540127542
"1292",5709,0.000288199440852669
"1293",5708,0.000288368842846345
"1294",5707,0.000288537744523327
"1295",5706,0.000288706144301589
"1296",5705,0.000288874040602359
"1297",5704,0.000289041431850161
"1298",5703,0.000289208316472854
"1299",5702,0.000289374692901674
"1300",5701,0.000289540559571272
"1301",5700,0.000289705914919755
"1302",5699,0.000289870757388727
"1303",5698,0.000290035085423332
"1304",5697,0.000290198897472286
"1305",5696,0.000290362191987929
"1306",5695,0.000290524967426257
"1307",5694,0.000290687222246966
"1308",5693,0.00029084895491349
"1309",5692,0.000291010163893048
"1310",5691,0.000291170847656677
"1311",5690,0.000291331004679277
"1312",5689,0.000291490633439651
"1313",5688,0.000291649732420548
"1314",5687,0.000291808300108697
"1315",5686,0.000291966334994858
"1316",5685,0.000292123835573853
"1317",5684,0.000292280800344614
"1318",5683,0.000292437227810221
"1319",5682,0.000292593116477942
"1320",5681,0.000292748464859278
"1321",5680,0.000292903271469999
"1322",5679,0.000293057534830189
"1323",5678,0.000293211253464284
"1324",5677,0.000293364425901117
"1325",5676,0.000293517050673955
"1326",5675,0.000293669126320543
"1327",5674,0.000293820651383143
"1328",5673,0.000293971624408577
"1329",5672,0.000294122043948268
"1330",5671,0.000294271908558278
"1331",5670,0.000294421216799354
"1332",5669,0.000294569967236967
"1333",5668,0.000294718158441352
"1334",5667,0.000294865788987551
"1335",5666,0.000295012857455453
"1336",5665,0.000295159362429836
"1337",5664,0.000295305302500408
"1338",5663,0.000295450676261847
"1339",5662,0.000295595482313844
"1340",5661,0.000295739719261143
"1341",5660,0.000295883385713584
"1342",5659,0.000296026480286142
"1343",5658,0.000296169001598966
"1344",5657,0.000296310948277428
"1345",5656,0.000296452318952155
"1346",5655,0.000296593112259075
"1347",5654,0.00029673332683946
"1348",5653,0.00029687296133996
"1349",5652,0.000297012014412652
"1350",5651,0.000297150484715075
"1351",5650,0.000297288370910275
"1352",5649,0.000297425671666843
"1353",5648,0.000297562385658958
"1354",5647,0.000297698511566428
"1355",5646,0.000297834048074727
"1356",5645,0.000297968993875043
"1357",5644,0.000298103347664311
"1358",5643,0.00029823710814526
"1359",5642,0.00029837027402645
"1360",5641,0.000298502844022315
"1361",5640,0.0002986348168532
"1362",5639,0.000298766191245408
"1363",5638,0.000298896965931233
"1364",5637,0.000299027139649007
"1365",5636,0.000299156711143136
"1366",5635,0.000299285679164143
"1367",5634,0.000299414042468707
"1368",5633,0.000299541799819704
"1369",5632,0.000299668949986248
"1370",5631,0.00029979549174373
"1371",5630,0.000299921423873856
"1372",5629,0.000300046745164694
"1373",5628,0.000300171454410705
"1374",5627,0.000300295550412791
"1375",5626,0.00030041903197833
"1376",5625,0.000300541897921217
"1377",5624,0.000300664147061905
"1378",5623,0.000300785778227443
"1379",5622,0.000300906790251517
"1380",5621,0.000301027181974487
"1381",5620,0.000301146952243431
"1382",5619,0.000301266099912181
"1383",5618,0.000301384623841362
"1384",5617,0.000301502522898432
"1385",5616,0.000301619795957725
"1386",5615,0.000301736441900481
"1387",5614,0.000301852459614896
"1388",5613,0.000301967847996152
"1389",5612,0.000302082605946459
"1390",5611,0.000302196732375096
"1391",5610,0.000302310226198447
"1392",5609,0.000302423086340038
"1393",5608,0.000302535311730581
"1394",5607,0.000302646901308005
"1395",5606,0.000302757854017501
"1396",5605,0.000302868168811555
"1397",5604,0.000302977844649989
"1398",5603,0.000303086880499999
"1399",5602,0.000303195275336191
"1400",5601,0.000303303028140619
"1401",5600,0.000303410137902824
"1402",5599,0.000303516603619869
"1403",5598,0.000303622424296381
"1404",5597,0.000303727598944583
"1405",5596,0.000303832126584332
"1406",5595,0.000303936006243161
"1407",5594,0.00030403923695631
"1408",5593,0.000304141817766763
"1409",5592,0.000304243747725291
"1410",5591,0.000304345025890479
"1411",5590,0.000304445651328773
"1412",5589,0.000304545623114505
"1413",5588,0.000304644940329938
"1414",5587,0.000304743602065299
"1415",5586,0.000304841607418812
"1416",5585,0.000304938955496739
"1417",5584,0.00030503564541341
"1418",5583,0.000305131676291263
"1419",5582,0.000305227047260878
"1420",5581,0.000305321757461009
"1421",5580,0.000305415806038624
"1422",5579,0.000305509192148936
"1423",5578,0.000305601914955439
"1424",5577,0.000305693973629942
"1425",5576,0.000305785367352606
"1426",5575,0.000305876095311973
"1427",5574,0.000305966156705006
"1428",5573,0.000306055550737117
"1429",5572,0.000306144276622206
"1430",5571,0.000306232333582692
"1431",5570,0.000306319720849545
"1432",5569,0.000306406437662323
"1433",5568,0.0003064924832692
"1434",5567,0.000306577856927005
"1435",5566,0.00030666255790125
"1436",5565,0.000306746585466162
"1437",5564,0.000306829938904722
"1438",5563,0.000306912617508687
"1439",5562,0.000306994620578633
"1440",5561,0.000307075947423976
"1441",5560,0.000307156597363014
"1442",5559,0.000307236569722949
"1443",5558,0.000307315863839925
"1444",5557,0.000307394479059058
"1445",5556,0.000307472414734462
"1446",5555,0.000307549670229286
"1447",5554,0.000307626244915741
"1448",5553,0.000307702138175131
"1449",5552,0.000307777349397883
"1450",5551,0.000307851877983578
"1451",5550,0.000307925723340979
"1452",5549,0.000307998884888061
"1453",5548,0.000308071362052041
"1454",5547,0.000308143154269407
"1455",5546,0.000308214260985945
"1456",5545,0.000308284681656771
"1457",5544,0.000308354415746356
"1458",5543,0.000308423462728558
"1459",5542,0.000308491822086645
"1460",5541,0.000308559493313329
"1461",5540,0.000308626475910787
"1462",5539,0.000308692769390695
"1463",5538,0.000308758373274248
"1464",5537,0.000308823287092195
"1465",5536,0.000308887510384857
"1466",5535,0.000308951042702162
"1467",5534,0.000309013883603665
"1468",5533,0.000309076032658575
"1469",5532,0.000309137489445786
"1470",5531,0.000309198253553894
"1471",5530,0.00030925832458123
"1472",5529,0.000309317702135881
"1473",5528,0.000309376385835715
"1474",5527,0.000309434375308408
"1475",5526,0.000309491670191464
"1476",5525,0.000309548270132246
"1477",5524,0.000309604174787993
"1478",5523,0.000309659383825846
"1479",5522,0.000309713896922873
"1480",5521,0.000309767713766092
"1481",5520,0.00030982083405249
"1482",5519,0.000309873257489051
"1483",5518,0.000309924983792774
"1484",5517,0.000309976012690699
"1485",5516,0.000310026343919925
"1486",5515,0.000310075977227635
"1487",5514,0.000310124912371115
"1488",5513,0.000310173149117776
"1489",5512,0.000310220687245174
"1490",5511,0.000310267526541035
"1491",5510,0.000310313666803266
"1492",5509,0.000310359107839985
"1493",5508,0.000310403849469536
"1494",5507,0.000310447891520508
"1495",5506,0.000310491233831755
"1496",5505,0.000310533876252416
"1497",5504,0.000310575818641933
"1498",5503,0.000310617060870068
"1499",5502,0.000310657602816926
"1500",5501,0.000310697444372965
"1501",5500,0.00031073658543902
"1502",5499,0.00031077502592632
"1503",5498,0.000310812765756499
"1504",5497,0.00031084980486162
"1505",5496,0.00031088614318419
"1506",5495,0.00031092178067717
"1507",5494,0.000310956717304
"1508",5493,0.000310990953038608
"1509",5492,0.000311024487865428
"1510",5491,0.000311057321779414
"1511",5490,0.000311089454786056
"1512",5489,0.000311120886901394
"1513",5488,0.000311151618152029
"1514",5487,0.000311181648575145
"1515",5486,0.000311210978218512
"1516",5485,0.000311239607140507
"1517",5484,0.000311267535410126
"1518",5483,0.000311294763106991
"1519",5482,0.00031132129032137
"1520",5481,0.000311347117154184
"1521",5480,0.000311372243717022
"1522",5479,0.000311396670132148
"1523",5478,0.000311420396532518
"1524",5477,0.000311443423061785
"1525",5476,0.000311465749874315
"1526",5475,0.000311487377135193
"1527",5474,0.000311508305020235
"1528",5473,0.000311528533715996
"1529",5472,0.000311548063419783
"1530",5471,0.000311566894339659
"1531",5470,0.000311585026694454
"1532",5469,0.000311602460713776
"1533",5468,0.000311619196638013
"1534",5467,0.000311635234718349
"1535",5466,0.000311650575216761
"1536",5465,0.000311665218406036
"1537",5464,0.000311679164569773
"1538",5463,0.000311692414002387
"1539",5462,0.000311704967009123
"1540",5461,0.000311716823906052
"1541",5460,0.000311727985020086
"1542",5459,0.000311738450688976
"1543",5458,0.00031174822126132
"1544",5457,0.000311757297096568
"1545",5456,0.000311765678565023
"1546",5455,0.000311773366047851
"1547",5454,0.000311780359937077
"1548",5453,0.000311786660635594
"1549",5452,0.000311792268557164
"1550",5451,0.00031179718412642
"1551",5450,0.000311801407778867
"1552",5449,0.00031180493996089
"1553",5448,0.000311807781129747
"1554",5447,0.000311809931753577
"1555",5446,0.000311811392311396
"1556",5445,0.000311812163293103
"1557",5444,0.000311812245199475
"1558",5443,0.000311811638542171
"1559",5442,0.000311810343843729
"1560",5441,0.000311808361637565
"1561",5440,0.000311805692467975
"1562",5439,0.00031180233689013
"1563",5438,0.000311798295470077
"1564",5437,0.000311793568784735
"1565",5436,0.000311788157421894
"1566",5435,0.000311782061980212
"1567",5434,0.000311775283069211
"1568",5433,0.000311767821309274
"1569",5432,0.000311759677331641
"1570",5431,0.000311750851778406
"1571",5430,0.000311741345302513
"1572",5429,0.000311731158567747
"1573",5428,0.000311720292248735
"1574",5427,0.000311708747030936
"1575",5426,0.000311696523610637
"1576",5425,0.000311683622694947
"1577",5424,0.000311670045001789
"1578",5423,0.000311655791259896
"1579",5422,0.0003116408622088
"1580",5421,0.000311625258598829
"1581",5420,0.000311608981191095
"1582",5419,0.000311592030757489
"1583",5418,0.00031157440808067
"1584",5417,0.000311556113954058
"1585",5416,0.000311537149181823
"1586",5415,0.000311517514578878
"1587",5414,0.000311497210970867
"1588",5413,0.000311476239194156
"1589",5412,0.00031145460009582
"1590",5411,0.000311432294533636
"1591",5410,0.000311409323376069
"1592",5409,0.00031138568750226
"1593",5408,0.000311361387802018
"1594",5407,0.000311336425175801
"1595",5406,0.000311310800534711
"1596",5405,0.000311284514800475
"1597",5404,0.000311257568905435
"1598",5403,0.000311229963792533
"1599",5402,0.000311201700415298
"1600",5401,0.000311172779737829
"1601",5400,0.000311143202734786
"1602",5399,0.000311112970391369
"1603",5398,0.000311082083703305
"1604",5397,0.000311050543676833
"1605",5396,0.000311018351328687
"1606",5395,0.000310985507686082
"1607",5394,0.000310952013786692
"1608",5393,0.000310917870678639
"1609",5392,0.000310883079420471
"1610",5391,0.000310847641081147
"1611",5390,0.00031081155674002
"1612",5389,0.000310774827486813
"1613",5388,0.000310737454421606
"1614",5387,0.000310699438654816
"1615",5386,0.000310660781307175
"1616",5385,0.000310621483509712
"1617",5384,0.000310581546403734
"1618",5383,0.000310540971140802
"1619",5382,0.000310499758882714
"1620",5381,0.000310457910801483
"1621",5380,0.000310415428079316
"1622",5379,0.000310372311908587
"1623",5378,0.000310328563491825
"1624",5377,0.000310284184041681
"1625",5376,0.000310239174780914
"1626",5375,0.000310193536942362
"1627",5374,0.00031014727176892
"1628",5373,0.00031010038051352
"1629",5372,0.0003100528644391
"1630",5371,0.000310004724818588
"1631",5370,0.000309955962934868
"1632",5369,0.000309906580080765
"1633",5368,0.000309856577559009
"1634",5367,0.000309805956682219
"1635",5366,0.000309754718772871
"1636",5365,0.000309702865163274
"1637",5364,0.000309650397195542
"1638",5363,0.000309597316221568
"1639",5362,0.000309543623602998
"1640",5361,0.000309489320711201
"1641",5360,0.00030943440892724
"1642",5359,0.000309378889641848
"1643",5358,0.000309322764255397
"1644",5357,0.00030926603417787
"1645",5356,0.000309208700828828
"1646",5355,0.000309150765637386
"1647",5354,0.000309092230042182
"1648",5353,0.000309033095491341
"1649",5352,0.000308973363442455
"1650",5351,0.000308913035362542
"1651",5350,0.000308852112728021
"1652",5349,0.000308790597024678
"1653",5348,0.000308728489747638
"1654",5347,0.000308665792401326
"1655",5346,0.000308602506499443
"1656",5345,0.000308538633564927
"1657",5344,0.000308474175129924
"1658",5343,0.000308409132735752
"1659",5342,0.000308343507932869
"1660",5341,0.000308277302280839
"1661",5340,0.0003082105173483
"1662",5339,0.000308143154712924
"1663",5338,0.000308075215961389
"1664",5337,0.000308006702689338
"1665",5336,0.00030793761650135
"1666",5335,0.000307867959010897
"1667",5334,0.000307797731840315
"1668",5333,0.000307726936620765
"1669",5332,0.000307655574992196
"1670",5331,0.000307583648603307
"1671",5330,0.000307511159111514
"1672",5329,0.000307438108182912
"1673",5328,0.000307364497492232
"1674",5327,0.000307290328722811
"1675",5326,0.000307215603566547
"1676",5325,0.000307140323723866
"1677",5324,0.00030706449090368
"1678",5323,0.000306988106823348
"1679",5322,0.000306911173208641
"1680",5321,0.000306833691793695
"1681",5320,0.000306755664320979
"1682",5319,0.000306677092541249
"1683",5318,0.000306597978213513
"1684",5317,0.000306518323104985
"1685",5316,0.000306438128991048
"1686",5315,0.000306357397655211
"1687",5314,0.00030627613088907
"1688",5313,0.000306194330492263
"1689",5312,0.000306111998272431
"1690",5311,0.000306029136045174
"1691",5310,0.000305945745634009
"1692",5309,0.000305861828870329
"1693",5308,0.000305777387593358
"1694",5307,0.000305692423650109
"1695",5306,0.000305606938895341
"1696",5305,0.000305520935191513
"1697",5304,0.000305434414408744
"1698",5303,0.000305347378424765
"1699",5302,0.000305259829124877
"1700",5301,0.000305171768401907
"1701",5300,0.00030508319815616
"1702",5299,0.000304994120295377
"1703",5298,0.000304904536734689
"1704",5297,0.000304814449396571
"1705",5296,0.000304723860210795
"1706",5295,0.000304632771114388
"1707",5294,0.000304541184051581
"1708",5293,0.000304449100973765
"1709",5292,0.000304356523839446
"1710",5291,0.000304263454614194
"1711",5290,0.0003041698952706
"1712",5289,0.000304075847788226
"1713",5288,0.000303981314153558
"1714",5287,0.000303886296359959
"1715",5286,0.000303790796407622
"1716",5285,0.000303694816303519
"1717",5284,0.000303598358061353
"1718",5283,0.000303501423701515
"1719",5282,0.000303404015251027
"1720",5281,0.000303306134743498
"1721",5280,0.000303207784219075
"1722",5279,0.000303108965724391
"1723",5278,0.000303009681312518
"1724",5277,0.000302909933042914
"1725",5276,0.000302809722981379
"1726",5275,0.000302709053199999
"1727",5274,0.000302607925777096
"1728",5273,0.000302506342797184
"1729",5272,0.000302404306350909
"1730",5271,0.000302301818535006
"1731",5270,0.000302198881452243
"1732",5269,0.000302095497211373
"1733",5268,0.000301991667927081
"1734",5267,0.000301887395719933
"1735",5266,0.000301782682716322
"1736",5265,0.000301677531048421
"1737",5264,0.000301571942854128
"1738",5263,0.000301465920277011
"1739",5262,0.000301359465466261
"1740",5261,0.000301252580576637
"1741",5260,0.000301145267768414
"1742",5259,0.000301037529207327
"1743",5258,0.000300929367064524
"1744",5257,0.000300820783516506
"1745",5256,0.000300711780745081
"1746",5255,0.000300602360937304
"1747",5254,0.000300492526285427
"1748",5253,0.000300382278986846
"1749",5252,0.000300271621244043
"1750",5251,0.000300160555264538
"1751",5250,0.00030004908326083
"1752",5249,0.000299937207450343
"1753",5248,0.000299824930055376
"1754",5247,0.000299712253303045
"1755",5246,0.000299599179425227
"1756",5245,0.00029948571065851
"1757",5244,0.000299371849244134
