"","CalBP","PrDens"
"1758",5243,0.000299257597427937
"1759",5242,0.000299142957460302
"1760",5241,0.000299027931596099
"1761",5240,0.000298912522094633
"1762",5239,0.000298796731219583
"1763",5238,0.000298680561238953
"1764",5237,0.000298564014425012
"1765",5236,0.000298447093054241
"1766",5235,0.000298329799407276
"1767",5234,0.000298212135768849
"1768",5233,0.00029809410442774
"1769",5232,0.000297975707676711
"1770",5231,0.000297856947812459
"1771",5230,0.000297737827135552
"1772",5229,0.000297618347950379
"1773",5228,0.000297498512565089
"1774",5227,0.000297378323291538
"1775",5226,0.000297257782445228
"1776",5225,0.000297136892345255
"1777",5224,0.000297015655314251
"1778",5223,0.000296894073678324
"1779",5222,0.000296772149767007
"1780",5221,0.000296649885913195
"1781",5220,0.000296527284453091
"1782",5219,0.000296404347726152
"1783",5218,0.000296281078075023
"1784",5217,0.000296157477845491
"1785",5216,0.00029603354938642
"1786",5215,0.000295909295049695
"1787",5214,0.000295784717190167
"1788",5213,0.000295659818165595
"1789",5212,0.000295534600336587
"1790",5211,0.000295409066066543
"1791",5210,0.000295283217721601
"1792",5209,0.000295157057670573
"1793",5208,0.000295030588284893
"1794",5207,0.000294903811938559
"1795",5206,0.000294776731008072
"1796",5205,0.000294649347872379
"1797",5204,0.000294521664912821
"1798",5203,0.000294393684513067
"1799",5202,0.000294265409059063
"1800",5201,0.000294136840938971
"1801",5200,0.000294007982543112
"1802",5199,0.000293878836263909
"1803",5198,0.000293749404495826
"1804",5197,0.000293619689635317
"1805",5196,0.00029348969408076
"1806",5195,0.000293359420232408
"1807",5194,0.000293228870492324
"1808",5193,0.000293098047264325
"1809",5192,0.000292966952953928
"1810",5191,0.000292835589968288
"1811",5190,0.000292703960716143
"1812",5189,0.000292572067607755
"1813",5188,0.000292439913054851
"1814",5187,0.00029230749947057
"1815",5186,0.0002921748292694
"1816",5185,0.000292041904867123
"1817",5184,0.00029190872868076
"1818",5183,0.000291775303128506
"1819",5182,0.000291641630629681
"1820",5181,0.000291507713604669
"1821",5180,0.000291373554474856
"1822",5179,0.000291239155662582
"1823",5178,0.000291104519591075
"1824",5177,0.000290969648684399
"1825",5176,0.000290834545367394
"1826",5175,0.000290699212065622
"1827",5174,0.000290563651205304
"1828",5173,0.000290427865213269
"1829",5172,0.000290291856516895
"1830",5171,0.000290155627544049
"1831",5170,0.000290019180723034
"1832",5169,0.00028988251848253
"1833",5168,0.00028974564325154
"1834",5167,0.000289608557459327
"1835",5166,0.000289471263535366
"1836",5165,0.000289333763909278
"1837",5164,0.000289196061010782
"1838",5163,0.000289058157269634
"1839",5162,0.00028892005511557
"1840",5161,0.000288781756978252
"1841",5160,0.000288643265287212
"1842",5159,0.000288504582471793
"1843",5158,0.000288365710961096
"1844",5157,0.000288226653183922
"1845",5156,0.000288087411568718
"1846",5155,0.000287947988543518
"1847",5154,0.000287808386535893
"1848",5153,0.000287668607972889
"1849",5152,0.000287528655280976
"1850",5151,0.00028738853088599
"1851",5150,0.000287248237213081
"1852",5149,0.000287107776686654
"1853",5148,0.000286967151730316
"1854",5147,0.000286826364766822
"1855",5146,0.000286685418218016
"1856",5145,0.000286544314504784
"1857",5144,0.000286403056046991
"1858",5143,0.000286261645263431
"1859",5142,0.000286120084571774
"1860",5141,0.000285978376388508
"1861",5140,0.000285836523128887
"1862",5139,0.000285694527206877
"1863",5138,0.000285552391035102
"1864",5137,0.000285410117024791
"1865",5136,0.000285267707585723
"1866",5135,0.000285125165126175
"1867",5134,0.000284982492052868
"1868",5133,0.000284839690770913
"1869",5132,0.000284696763683761
"1870",5131,0.000284553713193148
"1871",5130,0.00028441054169904
"1872",5129,0.000284267251599588
"1873",5128,0.000284123845291066
"1874",5127,0.000283980325167827
"1875",5126,0.000283836693622245
"1876",5125,0.000283692953044667
"1877",5124,0.00028354910582336
"1878",5123,0.000283405154344459
"1879",5122,0.000283261100991915
"1880",5121,0.000283116948147447
"1881",5120,0.000282972698190488
"1882",5119,0.000282828353498132
"1883",5118,0.00028268391644509
"1884",5117,0.000282539389403633
"1885",5116,0.000282394774743545
"1886",5115,0.000282250074832072
"1887",5114,0.000282105292033873
"1888",5113,0.000281960428710966
"1889",5112,0.000281815487222686
"1890",5111,0.000281670469925628
"1891",5110,0.0002815253791736
"1892",5109,0.000281380217317579
"1893",5108,0.000281234986705654
"1894",5107,0.000281089689682983
"1895",5106,0.000280944328591742
"1896",5105,0.000280798905771078
"1897",5104,0.000280653423557059
"1898",5103,0.000280507884282631
"1899",5102,0.000280362290277563
"1900",5101,0.000280216643868405
"1901",5100,0.000280070947378439
"1902",5099,0.000279925203127631
"1903",5098,0.000279779413432588
"1904",5097,0.000279633580606504
"1905",5096,0.000279487706959123
"1906",5095,0.000279341794796684
"1907",5094,0.000279195846421882
"1908",5093,0.000279049864133815
"1909",5092,0.000278903850227947
"1910",5091,0.000278757806996055
"1911",5090,0.000278611736726189
"1912",5089,0.000278465641702624
"1913",5088,0.000278319524205818
"1914",5087,0.000278173386512364
"1915",5086,0.000278027230894949
"1916",5085,0.00027788105962231
"1917",5084,0.000277734874959188
"1918",5083,0.000277588679166285
"1919",5082,0.000277442474500222
"1920",5081,0.000277296263213496
"1921",5080,0.000277150047554437
"1922",5079,0.000277003829767162
"1923",5078,0.00027685761209154
"1924",5077,0.000276711396763141
"1925",5076,0.000276565186013203
"1926",5075,0.000276418982068584
"1927",5074,0.000276272787151722
"1928",5073,0.000276126603480596
"1929",5072,0.000275980433268685
"1930",5071,0.000275834278724924
"1931",5070,0.000275688142053667
"1932",5069,0.000275542025454646
"1933",5068,0.000275395931122931
"1934",5067,0.000275249861248889
"1935",5066,0.000275103818018149
"1936",5065,0.000274957803611558
"1937",5064,0.000274811820205144
"1938",5063,0.000274665869970079
"1939",5062,0.000274519955072638
"1940",5061,0.000274374077674163
"1941",5060,0.000274228239931026
"1942",5059,0.000274082443994587
"1943",5058,0.000273936692011163
"1944",5057,0.000273790986121986
"1945",5056,0.000273645328463169
"1946",5055,0.000273499721165669
"1947",5054,0.000273354166355249
"1948",5053,0.000273208666152445
"1949",5052,0.000273063222672531
"1950",5051,0.000272917838025477
"1951",5050,0.000272772514315924
"1952",5049,0.000272627253643141
"1953",5048,0.000272482058100992
"1954",5047,0.000272336929777908
"1955",5046,0.000272191870756843
"1956",5045,0.000272046883115248
"1957",5044,0.000271901968925036
"1958",5043,0.000271757130252545
"1959",5042,0.000271612369158512
"1960",5041,0.000271467687698033
"1961",5040,0.000271323087920536
"1962",5039,0.000271178571869747
"1963",5038,0.00027103414158366
"1964",5037,0.0002708897990945
"1965",5036,0.000270745546428701
"1966",5035,0.000270601385606867
"1967",5034,0.000270457318643746
"1968",5033,0.000270313347548196
"1969",5032,0.000270169474323161
"1970",5031,0.000270025700965634
"1971",5030,0.000269882029466634
"1972",5029,0.000269738461811171
"1973",5028,0.000269594999978223
"1974",5027,0.000269451645940703
"1975",5026,0.000269308401665432
"1976",5025,0.000269165269113114
"1977",5024,0.000269022250238303
"1978",5023,0.000268879346989379
"1979",5022,0.000268736561308521
"1980",5021,0.000268593895131679
"1981",5020,0.000268451350388548
"1982",5019,0.000268308929002542
"1983",5018,0.000268166632890766
"1984",5017,0.000268024463963996
"1985",5016,0.000267882424126648
"1986",5015,0.000267740515276752
"1987",5014,0.000267598739305936
"1988",5013,0.000267457098099391
"1989",5012,0.000267315593535854
"1990",5011,0.000267174227487581
"1991",5010,0.000267033001820324
"1992",5009,0.000266891918393309
"1993",5008,0.000266750979059212
"1994",5007,0.000266610185664135
"1995",5006,0.000266469540047587
"1996",5005,0.000266329044042458
"1997",5004,0.000266188699475002
"1998",5003,0.000266048508164811
"1999",5002,0.000265908471924796
"2000",5001,0.000265768592561165
"2001",5000,0.000265628871873406
"2002",4999,0.000265489311654262
"2003",4998,0.000265349913689714
"2004",4997,0.000265210679758959
"2005",4996,0.000265071611634394
"2006",4995,0.000264932711081595
"2007",4994,0.000264793979859297
"2008",4993,0.000264655419719378
"2009",4992,0.000264517032406838
"2010",4991,0.000264378819659786
"2011",4990,0.000264240783209417
"2012",4989,0.000264102924779998
"2013",4988,0.000263965246088849
"2014",4987,0.000263827748846329
"2015",4986,0.000263690434755817
"2016",4985,0.000263553305513697
"2017",4984,0.000263416362809344
"2018",4983,0.000263279608325103
"2019",4982,0.000263143043736283
"2020",4981,0.000263006670711131
"2021",4980,0.000262870490910829
"2022",4979,0.000262734505989469
"2023",4978,0.000262598717594046
"2024",4977,0.000262463127364443
"2025",4976,0.000262327736933415
"2026",4975,0.00026219254792658
"2027",4974,0.000262057561962402
"2028",4973,0.000261922780652181
"2029",4972,0.000261788205600042
"2030",4971,0.000261653838402918
"2031",4970,0.000261519680650545
"2032",4969,0.000261385733925445
"2033",4968,0.000261251999802919
"2034",4967,0.000261118479851033
"2035",4966,0.000260985175630611
"2036",4965,0.000260852088695223
"2037",4964,0.000260719220591172
"2038",4963,0.000260586572857491
"2039",4962,0.00026045414702593
"2040",4961,0.000260321944620945
"2041",4960,0.000260189967159694
"2042",4959,0.000260058216152023
"2043",4958,0.000259926693100466
"2044",4957,0.000259795399500226
"2045",4956,0.000259664336839179
"2046",4955,0.000259533506597858
"2047",4954,0.00025940291024945
"2048",4953,0.00025927254925979
"2049",4952,0.000259142425087351
"2050",4951,0.000259012539183241
"2051",4950,0.000258882892991196
"2052",4949,0.000258753487947574
"2053",4948,0.000258624325481353
"2054",4947,0.000258495407014119
"2055",4946,0.000258366733960068
"2056",4945,0.000258238307725999
"2057",4944,0.000258110129711309
"2058",4943,0.000257982201307989
"2059",4942,0.000257854523900625
"2060",4941,0.000257727098866385
"2061",4940,0.000257599927575027
"2062",4939,0.000257473011388889
"2063",4938,0.000257346351662887
"2064",4937,0.000257219949744516
"2065",4936,0.000257093806973846
"2066",4935,0.000256967924683519
"2067",4934,0.000256842304198751
"2068",4933,0.000256716946837325
"2069",4932,0.000256591853909598
"2070",4931,0.000256467026718494
"2071",4930,0.000256342466559504
"2072",4929,0.000256218174720692
"2073",4928,0.000256094152482685
"2074",4927,0.000255970401118683
"2075",4926,0.000255846921894454
"2076",4925,0.000255723716068338
"2077",4924,0.000255600784891243
"2078",4923,0.000255478129606654
"2079",4922,0.000255355751450628
"2080",4921,0.000255233651651801
"2081",4920,0.000255111831431385
"2082",4919,0.000254990292003175
"2083",4918,0.000254869034573549
"2084",4917,0.000254748060341473
"2085",4916,0.0002546273704985
"2086",4915,0.00025450696622878
"2087",4914,0.000254386848709058
"2088",4913,0.000254267019108679
"2089",4912,0.000254147478589594
"2090",4911,0.000254028228306364
"2091",4910,0.000253909269406164
"2092",4909,0.000253790603028786
"2093",4908,0.000253672230306649
"2094",4907,0.000253554152364797
"2095",4906,0.000253436370320914
"2096",4905,0.00025331888528532
"2097",4904,0.000253201698360985
"2098",4903,0.000253084810643532
"2099",4902,0.00025296822322124
"2100",4901,0.000252851937175059
"2101",4900,0.000252735953578609
"2102",4899,0.000252620273498191
"2103",4898,0.000252504897992795
"2104",4897,0.000252389828114106
"2105",4896,0.000252275064906511
"2106",4895,0.000252160609407109
"2107",4894,0.000252046462645721
"2108",4893,0.000251932625644893
"2109",4892,0.00025181909941991
"2110",4891,0.000251705884978802
"2111",4890,0.000251592983322355
"2112",4889,0.000251480395444118
"2113",4888,0.000251368122330415
"2114",4887,0.000251256164960355
"2115",4886,0.000251144524305838
"2116",4885,0.000251033201331571
"2117",4884,0.000250922196995073
"2118",4883,0.000250811512246691
"2119",4882,0.000250701148029606
"2120",4881,0.000250591105279845
"2121",4880,0.000250481384926295
"2122",4879,0.000250371987890713
"2123",4878,0.000250262915087736
"2124",4877,0.000250154167424894
"2125",4876,0.000250045745802623
"2126",4875,0.000249937651114275
"2127",4874,0.000249829884246134
"2128",4873,0.000249722446077424
"2129",4872,0.000249615337480324
"2130",4871,0.000249508559319982
"2131",4870,0.000249402112454527
"2132",4869,0.000249295997735082
"2133",4868,0.000249190216005778
"2134",4867,0.000249084768103768
"2135",4866,0.00024897965485924
"2136",4865,0.000248874877095432
"2137",4864,0.000248770435628644
"2138",4863,0.000248666331268257
"2139",4862,0.000248562564816743
"2140",4861,0.00024845913706968
"2141",4860,0.00024835604881577
"2142",4859,0.000248253300836853
"2143",4858,0.000248150893907919
"2144",4857,0.000248048828797128
"2145",4856,0.000247947106265823
"2146",4855,0.000247845727068546
"2147",4854,0.000247744691953054
"2148",4853,0.000247644001660334
"2149",4852,0.000247543656924623
"2150",4851,0.000247443658473419
"2151",4850,0.000247344007027502
"2152",4849,0.000247244703300946
"2153",4848,0.000247145748001142
"2154",4847,0.000247047141828809
"2155",4846,0.000246948885478014
"2156",4845,0.000246850979636189
"2157",4844,0.000246753424984148
"2158",4843,0.000246656222196105
"2159",4842,0.00024655937193969
"2160",4841,0.000246462874875971
"2161",4840,0.000246366731659466
"2162",4839,0.000246270942938165
"2163",4838,0.000246175509353548
"2164",4837,0.000246080431540601
"2165",4836,0.000245985710127838
"2166",4835,0.000245891345737316
"2167",4834,0.000245797338984655
"2168",4833,0.00024570369047906
"2169",4832,0.000245610400823335
"2170",4831,0.000245517470613903
"2171",4830,0.000245424900440828
"2172",4829,0.000245332690887834
"2173",4828,0.00024524084253232
"2174",4827,0.000245149355945385
"2175",4826,0.000245058231691844
"2176",4825,0.000244967470330251
"2177",4824,0.000244877072412915
"2178",4823,0.000244787038485924
"2179",4822,0.00024469736908916
"2180",4821,0.000244608064756326
"2181",4820,0.00024451912601496
"2182",4819,0.00024443055338646
"2183",4818,0.0002443423473861
"2184",4817,0.000244254508523057
"2185",4816,0.000244167037300423
"2186",4815,0.000244079934215236
"2187",4814,0.000243993199758491
"2188",4813,0.000243906834415168
"2189",4812,0.000243820838664251
"2190",4811,0.000243735212978747
"2191",4810,0.000243649957825712
"2192",4809,0.000243565073666266
"2193",4808,0.000243480560955621
"2194",4807,0.000243396420143097
"2195",4806,0.000243312651672148
"2196",4805,0.000243229255980381
"2197",4804,0.000243146233499578
"2198",4803,0.000243063584655718
"2199",4802,0.000242981309869001
"2200",4801,0.000242899409553868
"2201",4800,0.000242817884119021
"2202",4799,0.000242736733967449
"2203",4798,0.000242655959496449
"2204",4797,0.000242575561097648
"2205",4796,0.000242495539157023
"2206",4795,0.00024241589405493
"2207",4794,0.000242336626166117
"2208",4793,0.000242257735859755
"2209",4792,0.000242179223499456
"2210",4791,0.000242101089443298
"2211",4790,0.000242023334043844
"2212",4789,0.000241945957648171
"2213",4788,0.000241868960597886
"2214",4787,0.000241792343229153
"2215",4786,0.000241716105872716
"2216",4785,0.000241640248853919
"2217",4784,0.000241564772492732
"2218",4783,0.000241489677103774
"2219",4782,0.000241414962996332
"2220",4781,0.000241340630474391
"2221",4780,0.000241266679836651
"2222",4779,0.000241193111376554
"2223",4778,0.000241119925382303
"2224",4777,0.000241047122136893
"2225",4776,0.000240974701918127
"2226",4775,0.000240902664998641
"2227",4774,0.00024083101164593
"2228",4773,0.00024075974212237
"2229",4772,0.000240688856685241
"2230",4771,0.00024061835558675
"2231",4770,0.000240548239074058
"2232",4769,0.000240478507389298
"2233",4768,0.000240409160769604
"2234",4767,0.00024034019944713
"2235",4766,0.000240271623649079
"2236",4765,0.000240203433597722
"2237",4764,0.000240135629510421
"2238",4763,0.00024006821159966
"2239",4762,0.000240001180073059
"2240",4761,0.000239934535133405
"2241",4760,0.000239868276978673
"2242",4759,0.00023980240580205
"2243",4758,0.000239736921791958
"2244",4757,0.00023967182513208
"2245",4756,0.000239607116001381
"2246",4755,0.000239542794574135
"2247",4754,0.000239478861019946
"2248",4753,0.000239415315503773
"2249",4752,0.000239352158185954
"2250",4751,0.000239289389222229
"2251",4750,0.000239227008763765
"2252",4749,0.000239165016957181
"2253",4748,0.000239103413944568
"2254",4747,0.000239042199863515
"2255",4746,0.000238981374847135
"2256",4745,0.000238920939024085
"2257",4744,0.000238860892518591
"2258",4743,0.000238801235450476
"2259",4742,0.000238741967935176
"2260",4741,0.000238683090083771
"2261",4740,0.000238624602003004
"2262",4739,0.000238566503795309
"2263",4738,0.000238508795558831
"2264",4737,0.000238451477387452
"2265",4736,0.000238394549370813
"2266",4735,0.000238338011594341
"2267",4734,0.000238281864139268
"2268",4733,0.00023822610708266
"2269",4732,0.000238170740497435
"2270",4731,0.000238115764452394
"2271",4730,0.000238061179012236
"2272",4729,0.000238006984237589
"2273",4728,0.00023795318018503
"2274",4727,0.000237899766907108
"2275",4726,0.000237846744452372
"2276",4725,0.000237794112865388
"2277",4724,0.000237741872186769
"2278",4723,0.000237690022453193
"2279",4722,0.00023763856369743
"2280",4721,0.000237587495948365
"2281",4720,0.000237536819231021
"2282",4719,0.000237486533566581
"2283",4718,0.000237436638972413
"2284",4717,0.000237387135462095
"2285",4716,0.000237338023045433
"2286",4715,0.00023728930172849
"2287",4714,0.000237240971513605
"2288",4713,0.00023719303239942
"2289",4712,0.0002371454843809
"2290",4711,0.000237098327449356
"2291",4710,0.000237051561592471
"2292",4709,0.000237005186794321
"2293",4708,0.000236959203035399
"2294",4707,0.000236913610292634
"2295",4706,0.000236868408539422
"2296",4705,0.000236823597745641
"2297",4704,0.000236779177877677
"2298",4703,0.000236735148898448
"2299",4702,0.000236691510767424
"2300",4701,0.000236648263440653
"2301",4700,0.000236605406870779
"2302",4699,0.000236562941007071
"2303",4698,0.000236520865795438
"2304",4697,0.000236479181178459
"2305",4696,0.000236437887095399
"2306",4695,0.000236396983482236
"2307",4694,0.000236356470271681
"2308",4693,0.000236316347393201
"2309",4692,0.000236276614773041
"2310",4691,0.000236237272334248
"2311",4690,0.000236198319996688
"2312",4689,0.000236159757677074
"2313",4688,0.000236121585288987
"2314",4687,0.000236083802742893
"2315",4686,0.000236046409946171
"2316",4685,0.000236009406803132
"2317",4684,0.00023597279321504
"2318",4683,0.000235936569080136
"2319",4682,0.000235900734293658
"2320",4681,0.000235865288747864
"2321",4680,0.000235830232332052
"2322",4679,0.000235795564932583
"2323",4678,0.0002357612864329
"2324",4677,0.000235727396713552
"2325",4676,0.000235693895652216
"2326",4675,0.000235660783123714
"2327",4674,0.000235628059000039
"2328",4673,0.000235595723150371
"2329",4672,0.000235563775441104
"2330",4671,0.000235532215735864
"2331",4670,0.000235501043895526
"2332",4669,0.000235470259778243
"2333",4668,0.000235439863239461
"2334",4667,0.000235409854131941
"2335",4666,0.000235380232305779
"2336",4665,0.00023535099760843
"2337",4664,0.000235322149884724
"2338",4663,0.000235293688976888
"2339",4662,0.000235265614724569
"2340",4661,0.000235237926964851
"2341",4660,0.000235210625532276
"2342",4659,0.000235183710258863
"2343",4658,0.000235157180974134
"2344",4657,0.000235131037505125
"2345",4656,0.000235105279676413
"2346",4655,0.000235079907310134
"2347",4654,0.000235054920225999
"2348",4653,0.000235030318241321
"2349",4652,0.000235006101171028
"2350",4651,0.000234982268827685
"2351",4650,0.000234958821021516
"2352",4649,0.000234935757560419
"2353",4648,0.000234913078249988
"2354",4647,0.000234890782893531
"2355",4646,0.000234868871292092
"2356",4645,0.000234847343244466
"2357",4644,0.000234826198547221
"2358",4643,0.000234805436994715
"2359",4642,0.000234785058379118
"2360",4641,0.000234765062490427
"2361",4640,0.000234745449116487
"2362",4639,0.000234726218043009
"2363",4638,0.000234707369053588
"2364",4637,0.000234688901929724
"2365",4636,0.000234670816450838
"2366",4635,0.000234653112394289
"2367",4634,0.000234635789535396
"2368",4633,0.000234618847647455
"2369",4632,0.000234602286501754
"2370",4631,0.000234586105867596
"2371",4630,0.000234570305512314
"2372",4629,0.000234554885201287
"2373",4628,0.000234539844697962
"2374",4627,0.000234525183763871
"2375",4626,0.000234510902158644
"2376",4625,0.000234496999640032
"2377",4624,0.000234483475963923
"2378",4623,0.000234470330884356
"2379",4622,0.000234457564153543
"2380",4621,0.000234445175521884
"2381",4620,0.000234433164737984
"2382",4619,0.00023442153154867
"2383",4618,0.000234410275699008
"2384",4617,0.000234399396932322
"2385",4616,0.000234388894990205
"2386",4615,0.000234378769612545
"2387",4614,0.000234369020537531
"2388",4613,0.000234359647501678
"2389",4612,0.000234350650239838
"2390",4611,0.000234342028485222
"2391",4610,0.000234333781969409
"2392",4609,0.000234325910422368
"2393",4608,0.000234318413572472
"2394",4607,0.000234311291146513
"2395",4606,0.000234304542869722
"2396",4605,0.000234298168465778
"2397",4604,0.000234292167656831
"2398",4603,0.000234286540163513
"2399",4602,0.000234281285704956
"2400",4601,0.000234276403998805
"2401",4600,0.000234271894761236
"2402",4599,0.000234267757706971
"2403",4598,0.000234263992549292
"2404",4597,0.000234260599000057
"2405",4596,0.000234257576769714
"2406",4595,0.000234254925567318
"2407",4594,0.000234252645100545
"2408",4593,0.000234250735075705
"2409",4592,0.000234249195197762
"2410",4591,0.000234248025170342
"2411",4590,0.000234247224695752
"2412",4589,0.000234246793474992
"2413",4588,0.000234246731207773
"2414",4587,0.000234247037592527
"2415",4586,0.000234247712326425
"2416",4585,0.000234248755105387
"2417",4584,0.000234250165624102
"2418",4583,0.000234251943576035
"2419",4582,0.000234254088653446
"2420",4581,0.000234256600547404
"2421",4580,0.000234259478947796
"2422",4579,0.000234262723543346
"2423",4578,0.000234266334021625
"2424",4577,0.000234270310069065
"2425",4576,0.000234274651370976
"2426",4575,0.000234279357611554
"2427",4574,0.000234284428473898
"2428",4573,0.000234289863640022
"2429",4572,0.000234295662790866
"2430",4571,0.000234301825606314
"2431",4570,0.000234308351765202
"2432",4569,0.000234315240945333
"2433",4568,0.000234322492823489
"2434",4567,0.000234330107075445
"2435",4566,0.000234338083375981
"2436",4565,0.000234346421398894
"2437",4564,0.000234355120817009
"2438",4563,0.000234364181302194
"2439",4562,0.000234373602525372
"2440",4561,0.000234383384156532
"2441",4560,0.00023439352586474
"2442",4559,0.000234404027318154
"2443",4558,0.000234414888184034
"2444",4557,0.000234426108128753
"2445",4556,0.000234437686817811
"2446",4555,0.000234449623915846
"2447",4554,0.000234461919086644
"2448",4553,0.000234474571993152
"2449",4552,0.00023448758229749
"2450",4551,0.000234500949660961
"2451",4550,0.000234514673744061
"2452",4549,0.000234528754206494
"2453",4548,0.00023454319070718
"2454",4547,0.000234557982904269
"2455",4546,0.000234573130455145
"2456",4545,0.000234588633016448
"2457",4544,0.000234604490244075
"2458",4543,0.000234620701793194
"2459",4542,0.000234637267318256
"2460",4541,0.000234654186473005
"2461",4540,0.000234671458910486
"2462",4539,0.00023468908428306
"2463",4538,0.000234707062242409
"2464",4537,0.00023472539243955
"2465",4536,0.000234744074524845
"2466",4535,0.000234763108148008
"2467",4534,0.000234782492958118
"2468",4533,0.000234802228603629
"2469",4532,0.000234822314732377
"2470",4531,0.000234842750991592
"2471",4530,0.000234863537027909
"2472",4529,0.000234884672487373
"2473",4528,0.000234906157015453
"2474",4527,0.00023492799025705
"2475",4526,0.000234950171856507
"2476",4525,0.000234972701457614
"2477",4524,0.000234995578703625
"2478",4523,0.000235018803237261
"2479",4522,0.00023504237470072
"2480",4521,0.000235066292735689
"2481",4520,0.000235090556983348
"2482",4519,0.000235115167084386
"2483",4518,0.000235140122679001
"2484",4517,0.000235165423406916
"2485",4516,0.000235191068907384
"2486",4515,0.000235217058819198
"2487",4514,0.000235243392780697
"2488",4513,0.000235270070429779
"2489",4512,0.000235297091403905
"2490",4511,0.000235324455340108
"2491",4510,0.000235352161875004
"2492",4509,0.000235380210644796
"2493",4508,0.000235408601285287
"2494",4507,0.000235437333431884
"2495",4506,0.000235466406719605
"2496",4505,0.000235495820783091
"2497",4504,0.000235525575256612
"2498",4503,0.000235555669774073
"2499",4502,0.000235586103969024
"2500",4501,0.000235616877474666
"2501",4500,0.00023564798992386
"2502",4499,0.000235679440949131
"2503",4498,0.000235711230182679
"2504",4497,0.000235743357256387
"2505",4496,0.000235775821801823
"2506",4495,0.000235808623450252
"2507",4494,0.000235841761832642
"2508",4493,0.000235875236579668
"2509",4492,0.000235909047321724
"2510",4491,0.000235943193688926
"2511",4490,0.000235977675311119
"2512",4489,0.000236012491817886
"2513",4488,0.000236047642838553
"2514",4487,0.000236083128002196
"2515",4486,0.000236118946937647
"2516",4485,0.000236155099273502
"2517",4484,0.000236191584638124
"2518",4483,0.000236228402659655
"2519",4482,0.000236265552966015
"2520",4481,0.000236303035184915
"2521",4480,0.000236340848943859
"2522",4479,0.000236378993870152
"2523",4478,0.000236417469590905
"2524",4477,0.00023645627573304
"2525",4476,0.000236495411923298
"2526",4475,0.000236534877788245
"2527",4474,0.000236574672954275
"2528",4473,0.000236614797047618
"2529",4472,0.000236655249694345
"2530",4471,0.000236696030520373
"2531",4470,0.000236737139151471
"2532",4469,0.000236778575213267
"2533",4468,0.000236820338331251
"2534",4467,0.000236862428130779
"2535",4466,0.000236904844237082
"2536",4465,0.000236947586275272
"2537",4464,0.000236990653870341
"2538",4463,0.000237034046647171
"2539",4462,0.000237077764230539
"2540",4461,0.000237121806245118
"2541",4460,0.000237166172315488
"2542",4459,0.000237210862066136
"2543",4458,0.000237255875121461
"2544",4457,0.000237301211105781
"2545",4456,0.000237346869643338
"2546",4455,0.000237392850358299
"2547",4454,0.000237439152874763
"2548",4453,0.000237485776816767
"2549",4452,0.000237532721808288
"2550",4451,0.000237579987473246
"2551",4450,0.000237627573435513
"2552",4449,0.000237675479318914
"2553",4448,0.000237723704747232
"2554",4447,0.000237772249344209
"2555",4446,0.000237821112733558
"2556",4445,0.000237870294538958
"2557",4444,0.000237919794384065
"2558",4443,0.000237969611892511
"2559",4442,0.000238019746687911
"2560",4441,0.000238070198393866
"2561",4440,0.000238120966633964
"2562",4439,0.000238172051031789
"2563",4438,0.000238223451210921
"2564",4437,0.000238275166794941
"2565",4436,0.000238327197407431
"2566",4435,0.000238379542671986
"2567",4434,0.000238432202212206
"2568",4433,0.00023848517565171
"2569",4432,0.000238538462614131
"2570",4431,0.000238592062723127
"2571",4430,0.000238645975602376
"2572",4429,0.000238700200875587
"2573",4428,0.000238754738166498
"2574",4427,0.000238809587098879
"2575",4426,0.00023886474729654
"2576",4425,0.000238920218383328
"2577",4424,0.000238975999983135
"2578",4423,0.000239032091719896
"2579",4422,0.000239088493217596
"2580",4421,0.00023914520410027
"2581",4420,0.000239202223992009
"2582",4419,0.000239259552516958
"2583",4418,0.000239317189299323
"2584",4417,0.000239375133963372
"2585",4416,0.000239433386133435
"2586",4415,0.000239491945433912
"2587",4414,0.000239550811489271
"2588",4413,0.000239609983924051
"2589",4412,0.000239669462362866
"2590",4411,0.000239729246430406
"2591",4410,0.000239789335751442
"2592",4409,0.000239849729950822
"2593",4408,0.000239910428653481
"2594",4407,0.000239971431484436
"2595",4406,0.000240032738068794
"2596",4405,0.00024009434803175
"2597",4404,0.000240156260998591
"2598",4403,0.000240218476594698
"2599",4402,0.000240280994445545
"2600",4401,0.000240343814176706
"2601",4400,0.000240406935413852
"2602",4399,0.000240470357782756
"2603",4398,0.000240534080909293
"2604",4397,0.000240598104419444
"2605",4396,0.000240662427939292
"2606",4395,0.000240727051095031
"2607",4394,0.000240791973512963
"2608",4393,0.000240857194819501
"2609",4392,0.000240922714641169
"2610",4391,0.000240988532604605
"2611",4390,0.000241054648336564
"2612",4389,0.000241121061463914
"2613",4388,0.000241187771613644
"2614",4387,0.000241254778412859
"2615",4386,0.000241322081488785
"2616",4385,0.000241389680468772
"2617",4384,0.00024145757498029
"2618",4383,0.000241525764650932
"2619",4382,0.000241594249108419
"2620",4381,0.000241663027980594
"2621",4380,0.000241732100895431
"2622",4379,0.000241801467481028
"2623",4378,0.000241871127365614
"2624",4377,0.000241941080177547
"2625",4376,0.000242011325545316
"2626",4375,0.000242081863097541
"2627",4374,0.000242152692462975
"2628",4373,0.000242223813270502
"2629",4372,0.000242295225149141
"2630",4371,0.000242366927728045
"2631",4370,0.000242438920636501
